page_num,page,title,date,type,value
38,https://www.pm.gov.au/media?page=38/,Ministry,18 Dec 2020,Media statement,https://www.pm.gov.au/media/ministry-0
38,https://www.pm.gov.au/media?page=38/,Australian Sports Medal,18 Dec 2020,Media release,https://www.pm.gov.au/media/australian-sports-medal
38,https://www.pm.gov.au/media?page=38/,"Interview with John Laws, 2SM",17 Dec 2020,Transcript,https://www.pm.gov.au/media/interview-john-laws-2sm-1
38,https://www.pm.gov.au/media?page=38/,"Press Conference - Woodburn, NSW",17 Dec 2020,Media release,https://www.pm.gov.au/media/press-conference-woodburn-nsw
39,https://www.pm.gov.au/media?page=39/,Communities Celebrate Completion of Pacific Highway Upgrade,17 Dec 2020,Media release,https://www.pm.gov.au/media/communities-celebrate-completion-pacific-highway-upgrade
39,https://www.pm.gov.au/media?page=39/,"Interview with Larry Emdur and Kylie Gillies, The Morning Show",16 Dec 2020,Transcript,https://www.pm.gov.au/media/interview-larry-emdur-and-kylie-gillies-morning-show
39,https://www.pm.gov.au/media?page=39/,Record investment in home care packages continues,16 Dec 2020,Media release,https://www.pm.gov.au/media/record-investment-home-care-packages-continues
39,https://www.pm.gov.au/media?page=39/,"Doorstop - Riverside, TAS",15 Dec 2020,Transcript,https://www.pm.gov.au/media/doorstop-riverside-tas
39,https://www.pm.gov.au/media?page=39/,Energy and Emissions Reduction Deal With Tasmania,15 Dec 2020,Media release,https://www.pm.gov.au/media/energy-and-emissions-reduction-deal-tasmania
39,https://www.pm.gov.au/media?page=39/,National Federation Reform Council Statement,11 Dec 2020,Media statement,https://www.pm.gov.au/media/national-federation-reform-council-statement
39,https://www.pm.gov.au/media?page=39/,"Address, Pacific Islands Forum",11 Dec 2020,Transcript,https://www.pm.gov.au/media/address-pacific-islands-forum
39,https://www.pm.gov.au/media?page=39/,"Remarks, National Federal Reform Council ",11 Dec 2020,Transcript,https://www.pm.gov.au/media/remarks-national-federal-reform-council
39,https://www.pm.gov.au/media?page=39/,"Press Conference - Australian Parliament House, ACT",11 Dec 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-32
40,https://www.pm.gov.au/media?page=40/,National Cabinet,11 Dec 2020,Media statement,https://www.pm.gov.au/media/national-cabinet-3
40,https://www.pm.gov.au/media?page=40/,Press Conference - Australian Parliament House,11 Dec 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-11
40,https://www.pm.gov.au/media?page=40/,"2020 Valedictory Statement, House of Representatives Australian Parliament House, ACT",11 Dec 2020,Transcript,https://www.pm.gov.au/media/2020-valedictory-statement-house-representatives-australian-parliament-house-act
40,https://www.pm.gov.au/media?page=40/,Prime Minister's Literary Awards Virtual Event,10 Dec 2020,Speech,https://www.pm.gov.au/media/prime-ministers-literary-awards-virtual-event
40,https://www.pm.gov.au/media?page=40/,"Interview with Ray Hadley, 2GB",10 Dec 2020,Transcript,https://www.pm.gov.au/media/interview-ray-hadley-2gb-4
40,https://www.pm.gov.au/media?page=40/,Literary Excellence Receives Top Honours,10 Dec 2020,Media release,https://www.pm.gov.au/media/literary-excellence-receives-top-honours
40,https://www.pm.gov.au/media?page=40/,"Interview with Jim Wilson, 2GB",10 Dec 2020,Transcript,https://www.pm.gov.au/media/interview-jim-wilson-2gb-3
40,https://www.pm.gov.au/media?page=40/,Joint Statement Australia and the Netherlands,09 Dec 2020,Media statement,https://www.pm.gov.au/media/joint-statement-australia-and-netherlands
40,https://www.pm.gov.au/media?page=40/,Virtual Speech - Singapore FinTech Festival,08 Dec 2020,Speech,https://www.pm.gov.au/media/virtual-speech-singapore-fintech-festival
41,https://www.pm.gov.au/media?page=41/,Virtual Address - Australian Chamber of Commerce and Industry,08 Dec 2020,Transcript,https://www.pm.gov.au/media/virtual-address-australian-chamber-commerce-and-industry
41,https://www.pm.gov.au/media?page=41/,Launch of the Kmart Wishing Tree,07 Dec 2020,Transcript,https://www.pm.gov.au/media/launch-kmart-wishing-tree
41,https://www.pm.gov.au/media?page=41/,"Speech, Buxton RFS Memorial Opening ",05 Dec 2020,Speech,https://www.pm.gov.au/media/speech-buxton-rfs-memorial-opening
41,https://www.pm.gov.au/media?page=41/,"Remarks, NSW Police Attestation Ceremony  Sydney Cricket Ground, NSW",04 Dec 2020,Transcript,https://www.pm.gov.au/media/remarks-nsw-police-attestation-ceremony-sydney-cricket-ground-nsw
41,https://www.pm.gov.au/media?page=41/,"Press Conference - Australian Parliament House, ACT",03 Dec 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-31
41,https://www.pm.gov.au/media?page=41/,Virtual Address Investiture Ceremony for Ordinary Seaman Edward 'Teddy' Sheean VC,01 Dec 2020,Transcript,https://www.pm.gov.au/media/virtual-address-investiture-ceremony-ordinary-seaman-edward-teddy-sheean-vc
41,https://www.pm.gov.au/media?page=41/,Virtual Press Conference,30 Nov 2020,Transcript,https://www.pm.gov.au/media/virtual-press-conference-2
41,https://www.pm.gov.au/media?page=41/,Homebuilder Success Sees Programme Extended,29 Nov 2020,Media release,https://www.pm.gov.au/media/homebuilder-success-sees-programme-extended
41,https://www.pm.gov.au/media?page=41/,Virtual Address NSW State Council,29 Nov 2020,Transcript,https://www.pm.gov.au/media/virtual-address-nsw-state-council
42,https://www.pm.gov.au/media?page=42/,"Interview with Macca, ABC all over Australia",29 Nov 2020,Transcript,https://www.pm.gov.au/media/interview-macca-abc-all-over-australia-0
42,https://www.pm.gov.au/media?page=42/,"Interview with Neil Breen, 4BC",27 Nov 2020,Transcript,https://www.pm.gov.au/media/interview-neil-breen-4bc-3
42,https://www.pm.gov.au/media?page=42/,Virtual Press Conference,26 Nov 2020,Transcript,https://www.pm.gov.au/media/virtual-press-conference-0
42,https://www.pm.gov.au/media?page=42/,Interview with Sunrise,26 Nov 2020,Transcript,https://www.pm.gov.au/media/interview-sunrise-6
42,https://www.pm.gov.au/media?page=42/,Interview with Today,26 Nov 2020,Transcript,https://www.pm.gov.au/media/interview-today-6
42,https://www.pm.gov.au/media?page=42/,EU-Australia Leaders' Meeting,26 Nov 2020,Media statement,https://www.pm.gov.au/media/eu-australia-leaders-meeting
42,https://www.pm.gov.au/media?page=42/,Australia UAE Business Council Launch,26 Nov 2020,Transcript,https://www.pm.gov.au/media/australia-uae-business-council-launch
42,https://www.pm.gov.au/media?page=42/,EU-Australia Leaders' Virtual Meeting,26 Nov 2020,Media release,https://www.pm.gov.au/media/eu-australia-leaders-virtual-meeting
42,https://www.pm.gov.au/media?page=42/,Our Watch virtual forum,25 Nov 2020,Speech,https://www.pm.gov.au/media/our-watch-virtual-forum
43,https://www.pm.gov.au/media?page=43/,APS200 Virtual Forum,25 Nov 2020,Speech,https://www.pm.gov.au/media/aps200-virtual-forum
43,https://www.pm.gov.au/media?page=43/,Q&A - APS200 Virtual Forum,25 Nov 2020,Transcript,https://www.pm.gov.au/media/qa-aps200-virtual-forum
43,https://www.pm.gov.au/media?page=43/,"Interview with Ben Fordham, 2GB",25 Nov 2020,Transcript,https://www.pm.gov.au/media/interview-ben-fordham-2gb-15
43,https://www.pm.gov.au/media?page=43/,UK Policy Exchange Virtual Address,23 Nov 2020,Transcript,https://www.pm.gov.au/media/uk-policy-exchange-virtual-address
43,https://www.pm.gov.au/media?page=43/,UK Policy Exchange Q&A,23 Nov 2020,Transcript,https://www.pm.gov.au/media/uk-policy-exchange-qa
43,https://www.pm.gov.au/media?page=43/,Virtual Press Conference,21 Nov 2020,Transcript,https://www.pm.gov.au/media/virtual-press-conference
43,https://www.pm.gov.au/media?page=43/,Faster services for Geelong on the way,21 Nov 2020,Media release,https://www.pm.gov.au/media/faster-services-geelong-way
43,https://www.pm.gov.au/media?page=43/,Melbourne Airport Rail to create jobs for years to come,21 Nov 2020,Media release,https://www.pm.gov.au/media/melbourne-airport-rail-create-jobs-years-come
43,https://www.pm.gov.au/media?page=43/,"Interview with Chris Kenny, Sky News Live",19 Nov 2020,Transcript,https://www.pm.gov.au/media/interview-chris-kenny-sky-news-live-0
44,https://www.pm.gov.au/media?page=44/,The Hon. Dame Margaret Guilfoyle AC DBE,19 Nov 2020,Media statement,https://www.pm.gov.au/media/hon-dame-margaret-guilfoyle-ac-dbe
44,https://www.pm.gov.au/media?page=44/,Q&A - Business Council of Australia AGM,19 Nov 2020,Transcript,https://www.pm.gov.au/media/qa-business-council-australia-agm
44,https://www.pm.gov.au/media?page=44/,Virtual Address - Business Council of Australia AGM,19 Nov 2020,Transcript,https://www.pm.gov.au/media/virtual-address-business-council-australia-agm
44,https://www.pm.gov.au/media?page=44/,"Interview with Allison Langdon and Karl Stefanovic, Today",19 Nov 2020,Transcript,https://www.pm.gov.au/media/interview-allison-langdon-and-karl-stefanovic-today-0
44,https://www.pm.gov.au/media?page=44/,"Interview with David Koch, Sunrise",19 Nov 2020,Transcript,https://www.pm.gov.au/media/interview-david-koch-sunrise-10
44,https://www.pm.gov.au/media?page=44/,"Doorstop Interview - Tokyo, Japan",18 Nov 2020,Transcript,https://www.pm.gov.au/media/doorstop-interview-tokyo-japan
44,https://www.pm.gov.au/media?page=44/,Reciprocal Access Agreement,17 Nov 2020,Media statement,https://www.pm.gov.au/media/reciprocal-access-agreement
44,https://www.pm.gov.au/media?page=44/,Japan-Australia Leaders’ Meeting Joint Statement,17 Nov 2020,Media statement,https://www.pm.gov.au/media/japan-australia-leaders-meeting-joint-statement
44,https://www.pm.gov.au/media?page=44/,"Remarks - Tokyo, Japan",17 Nov 2020,Transcript,https://www.pm.gov.au/media/remarks-tokyo-japan
45,https://www.pm.gov.au/media?page=45/,"Doorstop Interview - Broadmeadows, VIC",16 Nov 2020,Transcript,https://www.pm.gov.au/media/doorstop-interview-broadmeadows-vic
45,https://www.pm.gov.au/media?page=45/,"Interview with Tony Pilkington, 5AA",16 Nov 2020,Transcript,https://www.pm.gov.au/media/interview-tony-pilkington-5aa-0
45,https://www.pm.gov.au/media?page=45/,Speech - Parkville,16 Nov 2020,Speech,https://www.pm.gov.au/media/speech-parkville
45,https://www.pm.gov.au/media?page=45/,$1 billion manufacturing agreement secures Australia’s national health security,16 Nov 2020,Media release,https://www.pm.gov.au/media/1-billion-manufacturing-agreement-secures-australias-national-health-security
45,https://www.pm.gov.au/media?page=45/,"Interview with Neil Mitchell, 3AW",16 Nov 2020,Media release,https://www.pm.gov.au/media/interview-neil-mitchell-3aw-7
45,https://www.pm.gov.au/media?page=45/,Regional trade deal to boost export opportunities for Aussie farmers and businesses,15 Nov 2020,Media release,https://www.pm.gov.au/media/regional-trade-deal-boost-export-opportunities-aussie-farmers-and-businesses
45,https://www.pm.gov.au/media?page=45/,Investing in our Southeast Asian partnerships,14 Nov 2020,Media release,https://www.pm.gov.au/media/investing-our-southeast-asian-partnerships
45,https://www.pm.gov.au/media?page=45/,Opening remarks - ASEAN Australia Virtual Summit,14 Nov 2020,Transcript,https://www.pm.gov.au/media/opening-remarks-asean-australia-virtual-summit
45,https://www.pm.gov.au/media?page=45/,"Interview with Jim Wilson, 2GB",13 Nov 2020,Transcript,https://www.pm.gov.au/media/interview-jim-wilson-2gb-2
46,https://www.pm.gov.au/media?page=46/, Strategic Partnership with Thailand,13 Nov 2020,Media statement,https://www.pm.gov.au/media/strategic-partnership-thailand
46,https://www.pm.gov.au/media?page=46/,National Cabinet,13 Nov 2020,Media statement,https://www.pm.gov.au/media/national-cabinet-2
46,https://www.pm.gov.au/media?page=46/,Asean-Australia and East Asia Summits,13 Nov 2020,Media statement,https://www.pm.gov.au/media/asean-australia-and-east-asia-summits
46,https://www.pm.gov.au/media?page=46/,Reforms to National Natural Disaster Arrangements,13 Nov 2020,Media release,https://www.pm.gov.au/media/reforms-national-natural-disaster-arrangements
46,https://www.pm.gov.au/media?page=46/,"Press Conference - Australian Parliament House, ACT",13 Nov 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-30
46,https://www.pm.gov.au/media?page=46/,Prime Minister's Literary Awards Shortlists Announced,13 Nov 2020,Media release,https://www.pm.gov.au/media/prime-ministers-literary-awards-shortlists-announced
46,https://www.pm.gov.au/media?page=46/,New Head of Australian Space Agency Announced,13 Nov 2020,Media release,https://www.pm.gov.au/media/new-head-australian-space-agency-announced
46,https://www.pm.gov.au/media?page=46/, Press Conference - Australian Parliament House,12 Nov 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-10
46,https://www.pm.gov.au/media?page=46/,Visit to Japan and Papua New Guinea,12 Nov 2020,Media statement,https://www.pm.gov.au/media/visit-japan-and-papua-new-guinea
47,https://www.pm.gov.au/media?page=47/,Statement on IGADF Inquiry,12 Nov 2020,Media release,https://www.pm.gov.au/media/statement-igadf-inquiry
47,https://www.pm.gov.au/media?page=47/,Light at the End of the Tunnel for South Australia's Biggest Ever Job-Creating Infrastructure Project,10 Nov 2020,Media release,https://www.pm.gov.au/media/light-end-tunnel-south-australias-biggest-ever-job-creating-infrastructure-project
47,https://www.pm.gov.au/media?page=47/,Jobseeker Supplement Extended to March,10 Nov 2020,Media release,https://www.pm.gov.au/media/jobseeker-supplement-extended-march
47,https://www.pm.gov.au/media?page=47/,"Press Conference - Australian Parliament House, ACT",10 Nov 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-29
47,https://www.pm.gov.au/media?page=47/,"Statement - Australian Parliament House, ACT",09 Nov 2020,Transcript,https://www.pm.gov.au/media/statement-australian-parliament-house-act
47,https://www.pm.gov.au/media?page=47/,"Press Conference - Black Mountain, ACT",09 Nov 2020,Transcript,https://www.pm.gov.au/media/press-conference-black-mountain-act
47,https://www.pm.gov.au/media?page=47/,Dr Cathy Foley to be Australia's next Chief Scientist,09 Nov 2020,Media release,https://www.pm.gov.au/media/dr-cathy-foley-be-australias-next-chief-scientist
47,https://www.pm.gov.au/media?page=47/,"Press Conference - Kirribilli, NSW",08 Nov 2020,Transcript,https://www.pm.gov.au/media/press-conference-kirribilli-nsw-1
47,https://www.pm.gov.au/media?page=47/,Statement on US Presidential election,08 Nov 2020,Media statement,https://www.pm.gov.au/media/statement-us-presidential-election
48,https://www.pm.gov.au/media?page=48/,"Doorstop, Hobart Tas",07 Nov 2020,Transcript,https://www.pm.gov.au/media/doorstop-hobart-tas
48,https://www.pm.gov.au/media?page=48/,Tasmania to help more Australians return home,07 Nov 2020,Media release,https://www.pm.gov.au/media/tasmania-help-more-australians-return-home
48,https://www.pm.gov.au/media?page=48/,Tasmanian tourism boost,07 Nov 2020,Media release,https://www.pm.gov.au/media/tasmanian-tourism-boost
48,https://www.pm.gov.au/media?page=48/,"Doorstop - Randwick, NSW",05 Nov 2020,Transcript,https://www.pm.gov.au/media/doorstop-randwick-nsw-0
48,https://www.pm.gov.au/media?page=48/,Australia Secures a further 50 Million Doses of COVID-19 Vaccine,05 Nov 2020,Media release,https://www.pm.gov.au/media/australia-secures-further-50-million-doses-covid-19-vaccine
48,https://www.pm.gov.au/media?page=48/,$3 Billion NorthConnex Opens,30 Oct 2020,Media release,https://www.pm.gov.au/media/3-billion-northconnex-opens
48,https://www.pm.gov.au/media?page=48/,Statement on France,30 Oct 2020,Transcript,https://www.pm.gov.au/media/statement-france
48,https://www.pm.gov.au/media?page=48/,"Interview with Ben Fordham, 2GB",30 Oct 2020,Transcript,https://www.pm.gov.au/media/interview-ben-fordham-2gb-14
48,https://www.pm.gov.au/media?page=48/,Appointment of Director-General of the Office of National Intelligence,30 Oct 2020,Media statement,https://www.pm.gov.au/media/appointment-director-general-office-national-intelligence
49,https://www.pm.gov.au/media?page=49/,Ministry and Cabinet Arrangements,30 Oct 2020,Media statement,https://www.pm.gov.au/media/ministry-and-cabinet-arrangements
49,https://www.pm.gov.au/media?page=49/,Prime Minister's Prizes Celebrate the Best of Australian Science,28 Oct 2020,Media release,https://www.pm.gov.au/media/prime-ministers-prizes-celebrate-best-australian-science
49,https://www.pm.gov.au/media?page=49/,"Press Conference - Australian Parliament House, ACT",28 Oct 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-28
49,https://www.pm.gov.au/media?page=49/,Appointments to the High Court of Australia,28 Oct 2020,Media release,https://www.pm.gov.au/media/appointments-high-court-australia
49,https://www.pm.gov.au/media?page=49/,Statement - House of Representatives,27 Oct 2020,Transcript,https://www.pm.gov.au/media/statement-house-representatives
49,https://www.pm.gov.au/media?page=49/,Steps to Victoria's reopening,26 Oct 2020,Media release,https://www.pm.gov.au/media/steps-victorias-reopening
49,https://www.pm.gov.au/media?page=49/,Victorian restrictions,25 Oct 2020,Media statement,https://www.pm.gov.au/media/victorian-restrictions
49,https://www.pm.gov.au/media?page=49/,National Cabinet,23 Oct 2020,Media statement,https://www.pm.gov.au/media/national-cabinet-1
49,https://www.pm.gov.au/media?page=49/,"Press Conference - Australian Parliament House, ACT",23 Oct 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-27
50,https://www.pm.gov.au/media?page=50/,Virtual Multicultural Community Roundtable,23 Oct 2020,Transcript,https://www.pm.gov.au/media/virtual-multicultural-community-roundtable
50,https://www.pm.gov.au/media?page=50/,Pandemic Leave Disaster Payment for Queensland workers,23 Oct 2020,Media release,https://www.pm.gov.au/media/pandemic-leave-disaster-payment-queensland-workers
50,https://www.pm.gov.au/media?page=50/,Pandemic Leave Disaster Payment for South Australia,23 Oct 2020,Media release,https://www.pm.gov.au/media/pandemic-leave-disaster-payment-south-australia
50,https://www.pm.gov.au/media?page=50/,"Statement - House of Representatives, ACT",22 Oct 2020,Transcript,https://www.pm.gov.au/media/statement-house-representatives-act
50,https://www.pm.gov.au/media?page=50/,Speech - The Australian E-Commerce Virtual Summit,21 Oct 2020,Transcript,https://www.pm.gov.au/media/speech-australian-e-commerce-virtual-summit
50,https://www.pm.gov.au/media?page=50/,Nominations for Veterans' Employment Awards Now Open,19 Oct 2020,Media release,https://www.pm.gov.au/media/nominations-veterans-employment-awards-now-open
50,https://www.pm.gov.au/media?page=50/,Joint media statement - Victorian restrictions,18 Oct 2020,Media statement,https://www.pm.gov.au/media/joint-media-statement-victorian-restrictions
50,https://www.pm.gov.au/media?page=50/,A message to the Year 12 class of 2020,18 Oct 2020,Media release,https://www.pm.gov.au/media/message-year-12-class-2020
50,https://www.pm.gov.au/media?page=50/,A message to the Year 12 class of 2020,18 Oct 2020,Media release,https://www.pm.gov.au/media/message-year-12-class-2020
51,https://www.pm.gov.au/media?page=51/,"Press Conference - Sydney, NSW",16 Oct 2020,Transcript,https://www.pm.gov.au/media/press-conference-sydney-nsw-6
51,https://www.pm.gov.au/media?page=51/,More flights helping Australians return,16 Oct 2020,Media release,https://www.pm.gov.au/media/more-flights-helping-australians-return
51,https://www.pm.gov.au/media?page=51/,"Interview with John Mackenzie, 4CA",15 Oct 2020,Transcript,https://www.pm.gov.au/media/interview-john-mackenzie-4ca
51,https://www.pm.gov.au/media?page=51/,"Doorstop - Portsmith, QLD",15 Oct 2020,Transcript,https://www.pm.gov.au/media/doorstop-portsmith-qld
51,https://www.pm.gov.au/media?page=51/,"Doorstop - Parkhurst, QLD",14 Oct 2020,Transcript,https://www.pm.gov.au/media/doorstop-parkhurst-qld
51,https://www.pm.gov.au/media?page=51/,"Interview with Michael Bailey, 4RO",14 Oct 2020,Transcript,https://www.pm.gov.au/media/interview-michael-bailey-4ro
51,https://www.pm.gov.au/media?page=51/,"Interview with Ben Fordham, 2GB",14 Oct 2020,Transcript,https://www.pm.gov.au/media/interview-ben-fordham-2gb-13
51,https://www.pm.gov.au/media?page=51/,"Doorstop - Brendale, QLD",13 Oct 2020,Transcript,https://www.pm.gov.au/media/doorstop-brendale-qld
51,https://www.pm.gov.au/media?page=51/,"Doorstop - Murrarie, QLD",12 Oct 2020,Transcript,https://www.pm.gov.au/media/doorstop-murrarie-qld
52,https://www.pm.gov.au/media?page=52/,"Interview with Neil Breen, 4BC",12 Oct 2020,Transcript,https://www.pm.gov.au/media/interview-neil-breen-4bc-2
52,https://www.pm.gov.au/media?page=52/,"Interview with Allison Langdon, Today",12 Oct 2020,Transcript,https://www.pm.gov.au/media/interview-allison-langdon-today-0
52,https://www.pm.gov.au/media?page=52/,"Interview with Samantha Armytage, Sunrise",12 Oct 2020,Transcript,https://www.pm.gov.au/media/interview-samantha-armytage-sunrise-1
52,https://www.pm.gov.au/media?page=52/,"Transcript - Doorstop - Redbank, QLD",12 Oct 2020,Transcript,https://www.pm.gov.au/media/transcript-doorstop-redbank-qld
52,https://www.pm.gov.au/media?page=52/,Prime Minister opens new Military Vehicle Centre of Excellence,11 Oct 2020,Media release,https://www.pm.gov.au/media/prime-minister-opens-new-military-vehicle-centre-excellence
52,https://www.pm.gov.au/media?page=52/,"Doorstop - Currumbin Waters, QLD",10 Oct 2020,Transcript,https://www.pm.gov.au/media/doorstop-currumbin-waters-qld
52,https://www.pm.gov.au/media?page=52/,50th Anniversary of Fiji's Independence,10 Oct 2020,Media release,https://www.pm.gov.au/media/50th-anniversary-fijis-independence
52,https://www.pm.gov.au/media?page=52/,"Press conference - Australian Parliament House, ACT",09 Oct 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-09october20
52,https://www.pm.gov.au/media?page=52/,Tax Relief to Back Hard-Working Australians and Create More Jobs Passes the Parliament,09 Oct 2020,Media release,https://www.pm.gov.au/media/tax-relief-back-hard-working-australians-and-create-more-jobs-passes-parliament
53,https://www.pm.gov.au/media?page=53/,"Press Conference - Australian Parliament House, ACT",08 Oct 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-26
53,https://www.pm.gov.au/media?page=53/,"Interview with Richard King and Kim Bauer, 2GB",08 Oct 2020,Transcript,https://www.pm.gov.au/media/interview-richard-king-and-kim-bauer-2gb
53,https://www.pm.gov.au/media?page=53/," Interview with Will Goodings and David Penberthy, FiveAA",08 Oct 2020,Transcript,https://www.pm.gov.au/media/interview-will-goodings-and-david-penberthy-fiveaa
53,https://www.pm.gov.au/media?page=53/,"Interview with Leigh Sales, 7.30",08 Oct 2020,Transcript,https://www.pm.gov.au/media/interview-leigh-sales-730
53,https://www.pm.gov.au/media?page=53/, Minister for Finance and Senate Leadership,08 Oct 2020,Media statement,https://www.pm.gov.au/media/minister-finance-and-senate-leadership
53,https://www.pm.gov.au/media?page=53/,"Interview with Ben Fordham, 2GB",08 Oct 2020,Transcript,https://www.pm.gov.au/media/interview-ben-fordham-2gb-12
53,https://www.pm.gov.au/media?page=53/,"Interview with Paul Murray, Sky News",08 Oct 2020,Transcript,https://www.pm.gov.au/media/interview-paul-murray-sky-news-4
53,https://www.pm.gov.au/media?page=53/,Nomination of Senator Mathias Cormann for the position of OECD Secretary-General,08 Oct 2020,Media statement,https://www.pm.gov.au/media/nomination-senator-mathias-cormann-position-oecd-secretary-general
53,https://www.pm.gov.au/media?page=53/,"Interview with Oliver Peterson, 6PR",08 Oct 2020,Transcript,https://www.pm.gov.au/media/interview-oliver-peterson-6pr-0
54,https://www.pm.gov.au/media?page=54/,Multicultural Press Conference,07 Oct 2020,Transcript,https://www.pm.gov.au/media/multicultural-press-conference
54,https://www.pm.gov.au/media?page=54/," Interview with Aaron Stevens, LAFM",07 Oct 2020,Media release,https://www.pm.gov.au/media/interview-aaron-stevens-lafm
54,https://www.pm.gov.au/media?page=54/,"Interview with Kieran Gilbert, Sky News",07 Oct 2020,Transcript,https://www.pm.gov.au/media/interview-kieran-gilbert-sky-news-0
54,https://www.pm.gov.au/media?page=54/,"Interview with Sarah Harris and Tristan McManus, Studio 10",07 Oct 2020,Transcript,https://www.pm.gov.au/media/interview-sarah-harris-and-tristan-mcmanus-studio-10
54,https://www.pm.gov.au/media?page=54/,"Interview with Neil Breen, 4BC",07 Oct 2020,Transcript,https://www.pm.gov.au/media/interview-neil-breen-4bc-1
54,https://www.pm.gov.au/media?page=54/,"Interview with Karl Stefanovic and Ally Langdon, Today",07 Oct 2020,Transcript,https://www.pm.gov.au/media/interview-karl-stefanovic-and-ally-langdon-today
54,https://www.pm.gov.au/media?page=54/,"Interview with Sabra Lane, AM",07 Oct 2020,Transcript,https://www.pm.gov.au/media/interview-sabra-lane-am
54,https://www.pm.gov.au/media?page=54/,"Interview with David Koch, Sunrise",07 Oct 2020,Transcript,https://www.pm.gov.au/media/interview-david-koch-sunrise-9
54,https://www.pm.gov.au/media?page=54/,"Interview with Jim Wilson, 2GB",07 Oct 2020,Transcript,https://www.pm.gov.au/media/interview-jim-wilson-2gb-1
55,https://www.pm.gov.au/media?page=55/,"Interview with Lisa Millar, ABC Breakfast",07 Oct 2020,Media release,https://www.pm.gov.au/media/interview-lisa-millar-abc-breakfast
55,https://www.pm.gov.au/media?page=55/,Morrison Government Invests $155 Million in Transport Infrastructure to Boost ACT Economic Recovery,05 Oct 2020,Media release,https://www.pm.gov.au/media/morrison-government-invests-155-million-transport-infrastructure-boost-act-economic-recovery
55,https://www.pm.gov.au/media?page=55/,Morrison Government Delivers $7.5 Billion Boost for Transport Infrastructure across Nation,05 Oct 2020,Media release,https://www.pm.gov.au/media/morrison-government-delivers-75-billion-boost-transport-infrastructure-across-nation
55,https://www.pm.gov.au/media?page=55/,"100,000 New Apprenticeship Positions to Lead The Covid-19 Economic Recovery",05 Oct 2020,Media release,https://www.pm.gov.au/media/100000-new-apprenticeship-positions-lead-covid-19-economic-recovery
55,https://www.pm.gov.au/media?page=55/,Morrison Government Invests $1.1 Billion in Transport Infrastructure To Boost WA Economic Recovery,05 Oct 2020,Media release,https://www.pm.gov.au/media/morrison-government-invests-11-billion-transport-infrastructure-boost-wa-economic-recovery
55,https://www.pm.gov.au/media?page=55/,Morrison Government Invests $625 Million in Transport Infrastructure To Boost SA Economic Recovery,05 Oct 2020,Media release,https://www.pm.gov.au/media/morrison-government-invests-625-million-transport-infrastructure-boost-sa-economic-recovery
55,https://www.pm.gov.au/media?page=55/,Morrison Government Invests $1.3 Billion in Transport Infrastructure To Boost QLD Economic Recovery,05 Oct 2020,Media release,https://www.pm.gov.au/media/morrison-government-invests-13-billion-transport-infrastructure-boost-qld-economic-recovery
55,https://www.pm.gov.au/media?page=55/,Morrison Government Invests $2.7 Billion in Transport Infrastructure to Boost NSW Economic Recovery,05 Oct 2020,Media release,https://www.pm.gov.au/media/morrison-government-invests-27-billion-transport-infrastructure-boost-nsw-economic-recovery
55,https://www.pm.gov.au/media?page=55/,Morrison Government Invests $1.1 Billion in Transport Infrastructure to Boost Victorian Economic Recovery,05 Oct 2020,Media release,https://www.pm.gov.au/media/morrison-government-invests-11-billion-transport-infrastructure-boost-victorian-economic
56,https://www.pm.gov.au/media?page=56/,Morrison Government Invests $360 Million in Transport Infrastructure To Boost Tasmanian Economic Recovery,05 Oct 2020,Media release,https://www.pm.gov.au/media/morrison-government-invests-360-million-transport-infrastructure-boost-tasmanian-economic
56,https://www.pm.gov.au/media?page=56/,Morrison Government Invests $190 Million in Transport Infrastructure to Boost NT Economic Recovery,05 Oct 2020,Media release,https://www.pm.gov.au/media/morrison-government-invests-190-million-transport-infrastructure-boost-nt-economic-recovery
56,https://www.pm.gov.au/media?page=56/,Safe travel zone with New Zealand,02 Oct 2020,Media release,https://www.pm.gov.au/media/safe-travel-zone-new-zealand
56,https://www.pm.gov.au/media?page=56/,"Q&A, National Press Club",01 Oct 2020,Transcript,https://www.pm.gov.au/media/qa-national-press-club-0
56,https://www.pm.gov.au/media?page=56/,"A Modern Manufacturing Strategy for Australia National Press Club, ACT",01 Oct 2020,Speech,https://www.pm.gov.au/media/modern-manufacturing-strategy-australia-national-press-club-act
56,https://www.pm.gov.au/media?page=56/,"Interview with Leon Byner, FiveAA",01 Oct 2020,Transcript,https://www.pm.gov.au/media/interview-leon-byner-fiveaa
