page_num,page,title,date,type,value
75,https://www.pm.gov.au/media?page=75/,Rebuilding relief for Australia’s primary producers,23 Jun 2020,Media release,https://www.pm.gov.au/media/rebuilding-relief-australias-primary-producers
75,https://www.pm.gov.au/media?page=75/,"Press Conference - West Pennant Hills, NSW",22 Jun 2020,Transcript,https://www.pm.gov.au/media/press-conference-west-pennant-hills-nsw
75,https://www.pm.gov.au/media?page=75/,$53 million to unlock infrastructure jobs in the NT,22 Jun 2020,Media release,https://www.pm.gov.au/media/53-million-unlock-infrastructure-jobs-nt
75,https://www.pm.gov.au/media?page=75/,First end-to-end drive-through of NorthConnex,22 Jun 2020,Media release,https://www.pm.gov.au/media/first-end-end-drive-through-northconnex
75,https://www.pm.gov.au/media?page=75/,$415 million to unlock hundreds of infrastructure jobs in Queensland,22 Jun 2020,Media release,https://www.pm.gov.au/media/415-million-unlock-hundreds-infrastructure-jobs-queensland
75,https://www.pm.gov.au/media?page=75/, $35 million to unlock infrastructure jobs in the ACT,22 Jun 2020,Media release,https://www.pm.gov.au/media/35-million-unlock-infrastructure-jobs-act
75,https://www.pm.gov.au/media?page=75/,$223 Million to unlock hundreds of local infrastructure jobs,21 Jun 2020,Media release,https://www.pm.gov.au/media/223-million-unlock-hundreds-local-infrastructure-jobs
75,https://www.pm.gov.au/media?page=75/,"Doorstop - Polo Flat, NSW",19 Jun 2020,Transcript,https://www.pm.gov.au/media/doorstop-polo-flat-nsw
76,https://www.pm.gov.au/media?page=76/,Statement on malicious cyber activity against Australian networks,19 Jun 2020,Media statement,https://www.pm.gov.au/media/statement-malicious-cyber-activity-against-australian-networks
76,https://www.pm.gov.au/media?page=76/,"Press Conference - Australian Parliament House, ACT",19 Jun 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-20
76,https://www.pm.gov.au/media?page=76/,"Press Conference - Australian Parliament House, ACT",18 Jun 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-19
76,https://www.pm.gov.au/media?page=76/,"Interview with Ben Fordham, 2GB",18 Jun 2020,Transcript,https://www.pm.gov.au/media/interview-ben-fordham-2gb-5
76,https://www.pm.gov.au/media?page=76/,Q&A– CEDA’s State of the Nation Conference,15 Jun 2020,Transcript,https://www.pm.gov.au/media/qa%E2%80%93-ceda%E2%80%99s-state-nation-conference
76,https://www.pm.gov.au/media?page=76/,Address – CEDA’s State of the Nation Conference,15 Jun 2020,Transcript,https://www.pm.gov.au/media/address-%E2%80%93-ceda%E2%80%99s-state-nation-conference
76,https://www.pm.gov.au/media?page=76/,"Press Conference - Australian Parliament House, ACT",12 Jun 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-18
76,https://www.pm.gov.au/media?page=76/, Update on coronavirus measures,12 Jun 2020,Media statement,https://www.pm.gov.au/media/update-coronavirus-measures-12june20
76,https://www.pm.gov.au/media?page=76/,"Interview with Neil Mitchell, 3AW",11 Jun 2020,Transcript,https://www.pm.gov.au/media/interview-neil-mitchell-3aw-4
77,https://www.pm.gov.au/media?page=77/,"Interview with Ben Fordham, 2GB",11 Jun 2020,Transcript,https://www.pm.gov.au/media/interview-ben-fordham-2gb-4
77,https://www.pm.gov.au/media?page=77/,Ordinary Seaman Edward 'Teddy' Sheean,10 Jun 2020,Media statement,https://www.pm.gov.au/media/ordinary-seaman-edward-teddy-sheean
77,https://www.pm.gov.au/media?page=77/,Press Conference - Australian Parliament House,05 Jun 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-7
77,https://www.pm.gov.au/media?page=77/,"Press Conference - Australian Parliament House, ACT",05 Jun 2020,Media release,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-5june20
77,https://www.pm.gov.au/media?page=77/,Virtual Summit with the Prime Minister of India,04 Jun 2020,Transcript,https://www.pm.gov.au/media/virtual-summit-prime-minister-india
77,https://www.pm.gov.au/media?page=77/,Joint statement on a Comprehensive Strategic Partnership between Republic of India and Australia,04 Jun 2020,Media statement,https://www.pm.gov.au/media/joint-statement-csp-republic-india-australia
77,https://www.pm.gov.au/media?page=77/,"Interview with Karl Stefanovic, A Current Affair",04 Jun 2020,Transcript,https://www.pm.gov.au/media/interview-karl-stefanovic-current-affair
77,https://www.pm.gov.au/media?page=77/,"Interview with Ray Hadley, 2GB",04 Jun 2020,Transcript,https://www.pm.gov.au/media/interview-ray-hadley-2gb-1
77,https://www.pm.gov.au/media?page=77/, Doorstop - Googong NSW,04 Jun 2020,Transcript,https://www.pm.gov.au/media/doorstop-googong-nsw-0
78,https://www.pm.gov.au/media?page=78/,"Interview with Neil Breen, 4BC ",04 Jun 2020,Transcript,https://www.pm.gov.au/media/interview-neil-breen-4bc
78,https://www.pm.gov.au/media?page=78/,'HomeBuilder' program to drive economic activity across the residential construction sector,04 Jun 2020,Media release,https://www.pm.gov.au/media/homebuilder-program-drive-economic-activity-across-residential-construction-sector
78,https://www.pm.gov.au/media?page=78/,"Interview with Ben Fordham, 2GB",02 Jun 2020,Transcript,https://www.pm.gov.au/media/interview-ben-fordham-2gb-020620
78,https://www.pm.gov.au/media?page=78/,New agreement keeps Sydney Metro (Western Sydney Airport) JobMaker project on-track,02 Jun 2020,Media release,https://www.pm.gov.au/media/new-agreement-keeps-sydney-metro-western-sydney-airport-jobmaker-project-track
78,https://www.pm.gov.au/media?page=78/,"Press Conference Luddenham, NSW",01 Jun 2020,Transcript,https://www.pm.gov.au/media/press-conference-luddenham-nsw
78,https://www.pm.gov.au/media?page=78/,Leaders' virtual summit with the Prime Minister of the Republic of India,31 May 2020,Media release,https://www.pm.gov.au/media/leaders-virtual-summit-prime-minister-republic-india
78,https://www.pm.gov.au/media?page=78/,"Press Conference - Australian Parliament House, ACT",29 May 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-29may20
78,https://www.pm.gov.au/media?page=78/,Update following National Cabinet meeting,29 May 2020,Media release,https://www.pm.gov.au/media/update-following-national-cabinet-meeting
78,https://www.pm.gov.au/media?page=78/,Commonwealth and states sign $131 billion five year hospitals agreement,29 May 2020,Media release,https://www.pm.gov.au/media/commonwealth-and-states-sign-131-billion-five-year-hospitals-agreement
79,https://www.pm.gov.au/media?page=79/," Interview with Alan Jones, 2GB",29 May 2020,Transcript,https://www.pm.gov.au/media/interview-alan-jones-2gb-8
79,https://www.pm.gov.au/media?page=79/,Interview on Studio 10,27 May 2020,Transcript,https://www.pm.gov.au/media/interview-studio-10
79,https://www.pm.gov.au/media?page=79/,Interview on Sunrise,27 May 2020,Transcript,https://www.pm.gov.au/media/interview-sunrise-270520
79,https://www.pm.gov.au/media?page=79/,"Interview with Sabra Lane, ABC AM",27 May 2020,Transcript,https://www.pm.gov.au/media/interview-sabra-lane-abc-am-270520
79,https://www.pm.gov.au/media?page=79/,Interview on Today,27 May 2020,Transcript,https://www.pm.gov.au/media/interview-today-270520
79,https://www.pm.gov.au/media?page=79/,Interview on Sky News Live,27 May 2020,Transcript,https://www.pm.gov.au/media/interview-sky-news-live
79,https://www.pm.gov.au/media?page=79/,"Q&A, National Press Club",26 May 2020,Transcript,https://www.pm.gov.au/media/qa-national-press-club
79,https://www.pm.gov.au/media?page=79/,"Address, National Press Club",26 May 2020,Transcript,https://www.pm.gov.au/media/address-national-press-club-260520
79,https://www.pm.gov.au/media?page=79/,Doorstop - Murrumbateman NSW,24 May 2020,Transcript,https://www.pm.gov.au/media/doorstop-murrumbateman-nsw
80,https://www.pm.gov.au/media?page=80/,$1.8 billion boost for local government,22 May 2020,Media release,https://www.pm.gov.au/media/1-8-billion-boost-local-government
80,https://www.pm.gov.au/media?page=80/,The Daily Telegraph - Common purpose for economic recovery,20 May 2020,Opinion,https://www.pm.gov.au/media/daily-telegraph-common-purpose-economic-recovery
80,https://www.pm.gov.au/media?page=80/,Veterans' contribution to Australia's workforce recognised,18 May 2020,Media release,https://www.pm.gov.au/media/veterans-contribution-australias-workforce-recognised
80,https://www.pm.gov.au/media?page=80/,"Press conference, Australian Parliament House, ACT",15 May 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-17
80,https://www.pm.gov.au/media?page=80/,Update on coronavirus measures,15 May 2020,Media statement,https://www.pm.gov.au/media/update-coronavirus-measures-15may20
80,https://www.pm.gov.au/media?page=80/,"Press Conference - Australian Parliament House, ACT",14 May 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-14may20
80,https://www.pm.gov.au/media?page=80/,"Statement On Indulgence - Australian Parliament House, ACT",12 May 2020,Transcript,https://www.pm.gov.au/media/statement-indulgence-australian-parliament-house-act-12may20
80,https://www.pm.gov.au/media?page=80/,Condolence - VIC police,12 May 2020,Speech,https://www.pm.gov.au/media/condolence-vic-police
80,https://www.pm.gov.au/media?page=80/,"Remarks, Coalition Joint Party Room - Australian Parliament House, ACT",12 May 2020,Transcript,https://www.pm.gov.au/media/remarks-coalition-joint-party-room-australian-parliament-house-act
81,https://www.pm.gov.au/media?page=81/,"Press Conference - Australian Parliament House, ACT",11 May 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-11may20
81,https://www.pm.gov.au/media?page=81/,Boost for Bushfire Recovery,11 May 2020,Media release,https://www.pm.gov.au/media/boost-bushfire-recovery
81,https://www.pm.gov.au/media?page=81/,Press conference - Australian Parliament House,08 May 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-08may20
81,https://www.pm.gov.au/media?page=81/,Update on Coronavirus measures,08 May 2020,Media statement,https://www.pm.gov.au/media/update-coronavirus-measures-08may20
81,https://www.pm.gov.au/media?page=81/,"Interview with Samantha Maiden, news.com.au",06 May 2020,Transcript,https://www.pm.gov.au/media/interview-samantha-maiden-newscomau
81,https://www.pm.gov.au/media?page=81/,"Interview with Ray Hadley, 2GB",06 May 2020,Transcript,https://www.pm.gov.au/media/interview-ray-hadley-2gb-060520
81,https://www.pm.gov.au/media?page=81/,Update on Coronavirus measures,05 May 2020,Media statement,https://www.pm.gov.au/media/update-coronavirus-measures-050520
81,https://www.pm.gov.au/media?page=81/,Joint statement - Prime Ministers Jacinda Ardern and Scott Morrison announce plans for trans-Tasman COVID-safe Travel Zone,05 May 2020,Media statement,https://www.pm.gov.au/media/joint-statement-prime-ministers-jacinda-ardern-and-scott-morrison-announce-plans-trans-tasman
81,https://www.pm.gov.au/media?page=81/,Gold Coast's largest road project begins,05 May 2020,Media release,https://www.pm.gov.au/media/gold-coasts-largest-road-project-begins
82,https://www.pm.gov.au/media?page=82/,Video Message - Coronavirus Global Response International Pledging Event,05 May 2020,Transcript,https://www.pm.gov.au/media/coronavirus-global-response-international-pledging-event
82,https://www.pm.gov.au/media?page=82/, Air Force and Boeing roll out first Loyal Wingman Aircraft,05 May 2020,Media release,https://www.pm.gov.au/media/air-force-and-boeing-roll-out-first-loyal-wingman-aircraft
82,https://www.pm.gov.au/media?page=82/,"Press conference - Australian Parliament House, ACT",05 May 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-05may20
82,https://www.pm.gov.au/media?page=82/,"Press Conference - Australian Parliament House, ACT",01 May 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-1may20
82,https://www.pm.gov.au/media?page=82/,"Interview with Ben Fordham, 2GB",01 May 2020,Transcript,https://www.pm.gov.au/media/interview-ben-fordham-2gb-3
82,https://www.pm.gov.au/media?page=82/,New COVID-19 payment to keep senior Australians in residential aged care safe,01 May 2020,Media release,https://www.pm.gov.au/media/new-covid-19-payment-keep-senior-australians-residential-aged-care-safe
82,https://www.pm.gov.au/media?page=82/,Update on Coronavirus measures,01 May 2020,Media statement,https://www.pm.gov.au/media/update-coronavirus-measures-1may20
82,https://www.pm.gov.au/media?page=82/,"Interview with Alan Jones, 2GB",01 May 2020,Transcript,https://www.pm.gov.au/media/interview-alan-jones-2gb-010520
82,https://www.pm.gov.au/media?page=82/,"Press conference - Australian Parliament House, ACT",29 Apr 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-290420
83,https://www.pm.gov.au/media?page=83/,Australia marks 250th anniversary of Endeavour’s historic voyage,29 Apr 2020,Media release,https://www.pm.gov.au/media/australia-marks-250th-anniversary-endeavours-historic-voyage
83,https://www.pm.gov.au/media?page=83/,COVIDSafe: New app to slow the spread of coronavirus,26 Apr 2020,Media release,https://www.pm.gov.au/media/covidsafe-new-app-slow-spread-coronavirus
83,https://www.pm.gov.au/media?page=83/,"Interview with Macca, Australia All Over",26 Apr 2020,Transcript,https://www.pm.gov.au/media/interview-macca-australia-all-over
83,https://www.pm.gov.au/media?page=83/,Address - Anzac Day Commemorative Service,25 Apr 2020,Transcript,https://www.pm.gov.au/media/address-anzac-day-commemorative-service
83,https://www.pm.gov.au/media?page=83/,"Interview with Oliver Peterson, 6PR",24 Apr 2020,Transcript,https://www.pm.gov.au/media/interview-oliver-peterson-6pr-240420
83,https://www.pm.gov.au/media?page=83/,"Press conference - Australian Parliament House, ACT ",24 Apr 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-240420
83,https://www.pm.gov.au/media?page=83/,"Interview with Kieran Gilbert, Sky News",24 Apr 2020,Transcript,https://www.pm.gov.au/media/interview-kieran-gilbert-sky-news
83,https://www.pm.gov.au/media?page=83/,"Interview with Ben Fordham, 2GB",24 Apr 2020,Transcript,https://www.pm.gov.au/media/interview-ben-fordham-2gb-240420
83,https://www.pm.gov.au/media?page=83/,Update on Coronavirus Measures,24 Apr 2020,Media statement,https://www.pm.gov.au/media/update-coronavirus-measures-24april20
84,https://www.pm.gov.au/media?page=84/,"Press conference - Australian Parliament House, ACT",23 Apr 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-23april
84,https://www.pm.gov.au/media?page=84/,"WA's biggest road project, Northlink, open, finished and ready for business",23 Apr 2020,Media release,https://www.pm.gov.au/media/wa-biggest-road-project-northlink-open
84,https://www.pm.gov.au/media?page=84/,"Interview with Paul Murray, Sky News",22 Apr 2020,Transcript,https://www.pm.gov.au/media/interview-paul-murray-sky-news-2
84,https://www.pm.gov.au/media?page=84/,"Press Conference - Australian Parliament House, ACT",21 Apr 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-16
84,https://www.pm.gov.au/media?page=84/, Update on Coronavirus Measures,21 Apr 2020,Media statement,https://www.pm.gov.au/media/update-coronavirus-measures-210420
84,https://www.pm.gov.au/media?page=84/,Honour the service and sacrifice at home for ANZAC day,19 Apr 2020,Media release,https://www.pm.gov.au/media/honour-service-and-sacrifice-home-anzac-day
84,https://www.pm.gov.au/media?page=84/,"Interview with Alan Jones, 2GB",17 Apr 2020,Transcript,https://www.pm.gov.au/media/interview-alan-jones-2gb-170420
84,https://www.pm.gov.au/media?page=84/,Interview with Studio 10,17 Apr 2020,Transcript,https://www.pm.gov.au/media/interview-studio-170420
84,https://www.pm.gov.au/media?page=84/,"Interview with Neil Mitchell, 3AW",17 Apr 2020,Transcript,https://www.pm.gov.au/media/interview-neil-mitchell-3aw-170420
85,https://www.pm.gov.au/media?page=85/,"Press Conference - Australian Parliament House, ACT",16 Apr 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-15
85,https://www.pm.gov.au/media?page=85/,"Interview with Leigh Sales, 7.30 Report",16 Apr 2020,Transcript,https://www.pm.gov.au/media/interview-leigh-sales-730-report
85,https://www.pm.gov.au/media?page=85/,Update on coronavirus measures,16 Apr 2020,Media statement,https://www.pm.gov.au/media/update-coronavirus-measures-160420
85,https://www.pm.gov.au/media?page=85/,"Interview with Gareth Parker, 6PR",15 Apr 2020,Transcript,https://www.pm.gov.au/media/interview-gareth-parker-6pr
85,https://www.pm.gov.au/media?page=85/,Interview on Today,14 Apr 2020,Transcript,https://www.pm.gov.au/media/interview-today-1
85,https://www.pm.gov.au/media?page=85/,Interview on Sunrise,14 Apr 2020,Transcript,https://www.pm.gov.au/media/interview-sunrise-2
85,https://www.pm.gov.au/media?page=85/,"Interview with Chris Kenny, Sky News",14 Apr 2020,Transcript,https://www.pm.gov.au/media/interview-chris-kenny-sky-news
85,https://www.pm.gov.au/media?page=85/,"Interview with Brett Mason, SBS",14 Apr 2020,Transcript,https://www.pm.gov.au/media/interview-brett-mason-sbs
85,https://www.pm.gov.au/media?page=85/,Media Statement - Ted Evans AC,13 Apr 2020,Media release,https://www.pm.gov.au/media/media-statement-ted-evans-ac
86,https://www.pm.gov.au/media?page=86/,Prime Minister’s Easter Message,09 Apr 2020,Transcript,https://www.pm.gov.au/media/prime-minister-easter-message
86,https://www.pm.gov.au/media?page=86/,Update on Coronavirus Measures,09 Apr 2020,Media statement,https://www.pm.gov.au/media/update-coronavirus-measures-3
86,https://www.pm.gov.au/media?page=86/,Statement - COVID-19,08 Apr 2020,Speech,https://www.pm.gov.au/media/statement-covid-19
86,https://www.pm.gov.au/media?page=86/,"Ministerial Statement - Australian Parliament House, ACT",08 Apr 2020,Transcript,https://www.pm.gov.au/media/ministerial-statement-australian-parliament-house-act-080420
86,https://www.pm.gov.au/media?page=86/,Press Conference - Australian Parliament House,07 Apr 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-6
86,https://www.pm.gov.au/media?page=86/,Update on Coronavirus Measures,07 Apr 2020,Media statement,https://www.pm.gov.au/media/update-coronavirus-measures-070420
86,https://www.pm.gov.au/media?page=86/,Transfer of Ministerial Responsibility,06 Apr 2020,Media release,https://www.pm.gov.au/media/transfer-ministerial-responsibility
86,https://www.pm.gov.au/media?page=86/,"Press Conference - Australian Parliament House, ACT",03 Apr 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-030420
86,https://www.pm.gov.au/media?page=86/,Update on coronavirus measures,03 Apr 2020,Media statement,https://www.pm.gov.au/media/update-coronavirus-measures-030420
87,https://www.pm.gov.au/media?page=87/," Interview with Alan Jones, 2GB",03 Apr 2020,Transcript,https://www.pm.gov.au/media/interview-alan-jones-2gb-7
87,https://www.pm.gov.au/media?page=87/,"Interview with Tracy Grimshaw, A Current Affair - Channel 9",02 Apr 2020,Transcript,https://www.pm.gov.au/media/interview-tracy-grimshaw-current-affair-channel-9
87,https://www.pm.gov.au/media?page=87/,"Interview with Michael Usher, The Latest - Channel 7",02 Apr 2020,Transcript,https://www.pm.gov.au/media/interview-michael-usher-latest-channel-7
87,https://www.pm.gov.au/media?page=87/,"Press Conference - Australian Parliament House, ACT",02 Apr 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-020420
87,https://www.pm.gov.au/media?page=87/,Early childhood education and care relief package,02 Apr 2020,Media release,https://www.pm.gov.au/media/early-childhood-education-and-care-relief-package
87,https://www.pm.gov.au/media?page=87/,Statement - Update on Coronavirus Measures,30 Mar 2020,Media statement,https://www.pm.gov.au/media/statement-update-coronavirus-measures
87,https://www.pm.gov.au/media?page=87/,"Press Conference - Australian Parliament House, ACT",30 Mar 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-14
87,https://www.pm.gov.au/media?page=87/,$130 billion JobKeeper payment to keep Australians in a job,30 Mar 2020,Media release,https://www.pm.gov.au/media/130-billion-jobkeeper-payment-keep-australians-job
87,https://www.pm.gov.au/media?page=87/,"Press Conference - Australian Parliament House, ACT",29 Mar 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-13
88,https://www.pm.gov.au/media?page=88/,National Cabinet Statement,29 Mar 2020,Media statement,https://www.pm.gov.au/media/national-cabinet-statement
88,https://www.pm.gov.au/media?page=88/,"Press Conference - Australian Parliament House, ACT",29 Mar 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-12
88,https://www.pm.gov.au/media?page=88/,"$1.1 billion to support more mental health, Medicare and domestic violence services",29 Mar 2020,Media release,https://www.pm.gov.au/media/11-billion-support-more-mental-health-medicare-and-domestic-violence-services-0
88,https://www.pm.gov.au/media?page=88/,"Press Conference - Australian Parliament House, ACT",27 Mar 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-270320
88,https://www.pm.gov.au/media?page=88/,Update on coronavirus measures,27 Mar 2020,Media release,https://www.pm.gov.au/media/update-coronavirus-measures-270320
88,https://www.pm.gov.au/media?page=88/,Extraordinary G20 Leaders' Summit ,27 Mar 2020,Media statement,https://www.pm.gov.au/media/extraordinary-g20-leaders-summit
88,https://www.pm.gov.au/media?page=88/,Operation Bushfire Assist concludes,26 Mar 2020,Media release,https://www.pm.gov.au/media/operation-bushfire-assist-concludes
88,https://www.pm.gov.au/media?page=88/,"Further statement on hairdressers, barbers and funerals from National Cabinet",26 Mar 2020,Media release,https://www.pm.gov.au/media/further-statement-hairdressers-barbers-and-funerals-national-cabinet
88,https://www.pm.gov.au/media?page=88/,National Cabinet update,26 Mar 2020,Media release,https://www.pm.gov.au/media/national-cabinet-update
89,https://www.pm.gov.au/media?page=89/,"Press Conference - Australian Parliament House, ACT",25 Mar 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-250320
89,https://www.pm.gov.au/media?page=89/,ELECTIVE SURGERY,25 Mar 2020,Media release,https://www.pm.gov.au/media/elective-surgery
89,https://www.pm.gov.au/media?page=89/,NATIONAL COVID-19 COORDINATION COMMISSION,25 Mar 2020,Media release,https://www.pm.gov.au/media/national-covid-19-coordination-commission
89,https://www.pm.gov.au/media?page=89/, Interview with Alan Jones,25 Mar 2020,Transcript,https://www.pm.gov.au/media/interview-alan-jones-0
89,https://www.pm.gov.au/media?page=89/,Press Conference - Australian Parliament House,24 Mar 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-5
89,https://www.pm.gov.au/media?page=89/,Update on coronavirus measures,24 Mar 2020,Media statement,https://www.pm.gov.au/media/update-coronavirus-measures-24-March-2020
89,https://www.pm.gov.au/media?page=89/,Statement - COVID-19,23 Mar 2020,Speech,https://www.pm.gov.au/media/statement-covid-19-0
89,https://www.pm.gov.au/media?page=89/,Joint Statement by the Prime Ministers of Australia and Singapore,23 Mar 2020,Media statement,https://www.pm.gov.au/media/joint-statement-prime-ministers-australia-and-singapore
89,https://www.pm.gov.au/media?page=89/,"Ministerial Statement - Australian Parliament House, ACT",23 Mar 2020,Transcript,https://www.pm.gov.au/media/ministerial-statement-australian-parliament-house-act
90,https://www.pm.gov.au/media?page=90/,Update on coronavirus measures,22 Mar 2020,Media statement,https://www.pm.gov.au/media/update-coronavirus-measures-220320
90,https://www.pm.gov.au/media?page=90/,"Interview with Michael Usher, Channel 7",22 Mar 2020,Transcript,https://www.pm.gov.au/media/interview-michael-usher-channel-7
90,https://www.pm.gov.au/media?page=90/,"Press conference - Australian Parliament House, ACT",22 Mar 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-22march
90,https://www.pm.gov.au/media?page=90/, Supporting Australian workers and business,22 Mar 2020,Media release,https://www.pm.gov.au/media/supporting-australian-workers-and-business
90,https://www.pm.gov.au/media?page=90/,"Press conference - Australian Parliament House, ACT",22 Mar 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-11
90,https://www.pm.gov.au/media?page=90/,"Press conference - Australian Parliament House, ACT",22 Mar 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-220320
90,https://www.pm.gov.au/media?page=90/,"Interview with David Speers, ABC",22 Mar 2020,Transcript,https://www.pm.gov.au/media/interview-david-speers-abc
90,https://www.pm.gov.au/media?page=90/,"Interview with Tara Brown, 60 Minutes",22 Mar 2020,Transcript,https://www.pm.gov.au/media/interview-tara-brown-60-minutes
90,https://www.pm.gov.au/media?page=90/,"Press Conference - Australian Parliament House, ACT",20 Mar 2020,Media release,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-20march
91,https://www.pm.gov.au/media?page=91/,Virtual Summit with the Prime Minister of the Republic of Singapore,20 Mar 2020,Media release,https://www.pm.gov.au/media/virtual-summit-prime-minister-republic-singapore
91,https://www.pm.gov.au/media?page=91/,Update on coronavirus measures,20 Mar 2020,Media statement,https://www.pm.gov.au/media/update-coronavirus-measures-0
91,https://www.pm.gov.au/media?page=91/,Interview with Alan Jones,20 Mar 2020,Transcript,https://www.pm.gov.au/media/interview-alan-jones
91,https://www.pm.gov.au/media?page=91/,Border Restrictions,19 Mar 2020,Media release,https://www.pm.gov.au/media/border-restrictions
91,https://www.pm.gov.au/media?page=91/,"Press Conference - Australian Parliament House, ACT",19 Mar 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-10
91,https://www.pm.gov.au/media?page=91/,"Interview with Paul Murray, Sky News",19 Mar 2020,Transcript,https://www.pm.gov.au/media/interview-paul-murray-sky-news-1
91,https://www.pm.gov.au/media?page=91/,"Press Conference - Australian Parliament House, ACT",18 Mar 2020,Transcript,https://www.pm.gov.au/media/press-conference-australian-parliament-house-act-9
91,https://www.pm.gov.au/media?page=91/,Parliamentary sitting arrangements,18 Mar 2020,Media release,https://www.pm.gov.au/media/parliamentary-sitting-arrangements
91,https://www.pm.gov.au/media?page=91/,Update on coronavirus measures,18 Mar 2020,Media statement,https://www.pm.gov.au/media/update-coronavirus-measures
92,https://www.pm.gov.au/media?page=92/,"Interview with Neil Mitchell, 3AW",16 Mar 2020,Transcript,https://www.pm.gov.au/media/interview-neil-mitchell-3aw-3
92,https://www.pm.gov.au/media?page=92/,"Interview with Laura Jayes and Peter Stefanovic, Sky News Live",16 Mar 2020,Transcript,https://www.pm.gov.au/media/interview-laura-jayes-and-peter-stefanovic-sky-news-live
92,https://www.pm.gov.au/media?page=92/,"Interview with Karl Stefanovic and Allison Langdon, Today",16 Mar 2020,Transcript,https://www.pm.gov.au/media/interview-karl-stefanovic-and-allison-langdon-today-1
92,https://www.pm.gov.au/media?page=92/,"Interview with Sabra Lane, ABC AM",16 Mar 2020,Transcript,https://www.pm.gov.au/media/interview-sabra-lane-abc-am-4
92,https://www.pm.gov.au/media?page=92/,"Interview with Alan Jones, 2GB",16 Mar 2020,Transcript,https://www.pm.gov.au/media/interview-alan-jones-2gb-6
92,https://www.pm.gov.au/media?page=92/,"Interview with David Koch and Samantha Armytage, Sunrise",16 Mar 2020,Transcript,https://www.pm.gov.au/media/interview-david-koch-and-samantha-armytage-sunrise
92,https://www.pm.gov.au/media?page=92/,Coronavirus measures endorsed by National Cabinet,16 Mar 2020,Media release,https://www.pm.gov.au/media/coronavirus-measures-endorsed-national-cabinet
92,https://www.pm.gov.au/media?page=92/,Transcript - Press Conference ,15 Mar 2020,Transcript,https://www.pm.gov.au/media/transcript-press-conference
92,https://www.pm.gov.au/media?page=92/,Anniversary of Christchurch terrorist attacks,15 Mar 2020,Media statement,https://www.pm.gov.au/media/anniversary-christchurch-terrorist-attacks
93,https://www.pm.gov.au/media?page=93/,"Statement - Minister for Home Affairs, Coronavirus update ",13 Mar 2020,Media statement,https://www.pm.gov.au/media/statement-minister-home-affairs-coronavirus-update
93,https://www.pm.gov.au/media?page=93/,"Press conference with Premiers and Chief Ministers - Parramatta, NSW",13 Mar 2020,Transcript,https://www.pm.gov.au/media/press-conference-premiers-and-chief-ministers-parramatta-nsw
93,https://www.pm.gov.au/media?page=93/,Advice on coronavirus,13 Mar 2020,Media release,https://www.pm.gov.au/media/advice-coronavirus
93,https://www.pm.gov.au/media?page=93/,"Interview with Alan Jones, 2GB",13 Mar 2020,Transcript,https://www.pm.gov.au/media/interview-alan-jones-2gb-5
93,https://www.pm.gov.au/media?page=93/,"Doorstop Interview - Parramatta, NSW",13 Mar 2020,Transcript,https://www.pm.gov.au/media/doorstop-interview-parramatta-nsw
93,https://www.pm.gov.au/media?page=93/,Address to the Nation,12 Mar 2020,Transcript,https://www.pm.gov.au/media/address-nation
